gene_name	logFC	AveExpr	t	P.Value	adj.P.Val	B
ACTR1B	1.03881698475407	7.66540539269775	12.7259698814925	1.13039754469319e-09	2.13270083802575e-07	12.5830736952654
BEND2	2.73301499794674	4.80706208826837	12.7061673273947	1.15596920249461e-09	2.15319906271808e-07	12.5609127323107
ELOA-AS1	1.19110953185626	4.38640178774399	12.6920406508201	1.17458506975838e-09	2.16851271905304e-07	12.5450837918259
MIX23	-2.56106302106254	4.73052441135488	-12.6778355583103	1.19362441900565e-09	2.17640443903377e-07	12.5291503067433
ELP5	1.01247455361469	5.72547620605452	12.6733350518701	1.1997244295316e-09	2.17640443903377e-07	12.5240987119157
DUBR	-1.49932563445915	2.94825056711003	-12.4835237827508	1.48953472872241e-09	2.61131710173167e-07	12.3095031360603
UGT2B28	-1.48825822939243	2.97759270761492	-12.4638074172835	1.52362949810521e-09	2.64882988245591e-07	12.2870383076327
LOC100289333	-2.20088387891638	6.73510781778445	-12.3959015146222	1.64751611944252e-09	2.82995413721086e-07	12.2094131562058
ENTPD1-AS1	-1.26848141441945	3.96008885277575	-12.3283363084918	1.78140422741772e-09	2.94949642796734e-07	12.131785843309
RAMP2-AS1	-1.37811026698294	3.08209948095307	-12.3161385180724	1.80677815178021e-09	2.95580330388343e-07	12.1177296555722
DYNLL2	1.0257012073889	5.59276639791483	12.3129137146126	1.81355010496155e-09	2.95580330388343e-07	12.1140113907549
MRPL49	1.34743499878073	8.1159678582042	12.2665858526099	1.91385640651174e-09	3.0712978732806e-07	12.0604951520925
ADAM33	-1.07608978387625	5.16213624128387	-12.1813057890337	2.11415728395544e-09	3.29145889984168e-07	11.9614951223687
RAB37	1.29022100252928	8.89451512890059	12.1521093774368	2.18773079662028e-09	3.36995123962262e-07	11.9274554935292
LOC105375547	1.65758940237419	3.40956955346654	12.1361115975959	2.22918833797297e-09	3.36995123962262e-07	11.9087721933466
ACADVL	1.05912741337641	8.47207947582469	12.1259324258622	2.25599907359634e-09	3.37262757799089e-07	11.8968725384758
LOC105369228	-1.403329566231	4.97734197462057	-12.0726153251748	2.40211144044723e-09	3.52907386412747e-07	11.8343944157289
BRD3OS	1.37771954227362	6.10854371104186	12.0466240127777	2.47693668386717e-09	3.61355616075783e-07	11.8038459963858
PRPF38B	-1.3927804604255	8.98098940116829	-12.0152390385138	2.57058809453562e-09	3.71112210473574e-07	11.7668782072765
RIC8A	1.20362949276691	7.22360770403243	11.8901109207551	2.98287161722399e-09	4.10633016639579e-07	11.6186159815661
ECRG4	1.44106195788662	2.7027793279411	11.8581218707921	3.09912314653091e-09	4.19830565473558e-07	11.5804863126294
DDX11L2	3.65940820333974	7.16551996673479	11.8163381687347	3.25823175914005e-09	4.32950515663565e-07	11.5305419709394
H2BC21	3.01064028884467	6.88516536507167	11.7706240508361	3.44224594771869e-09	4.46038105349735e-07	11.4757173340192
LOC114224	-1.80444436563203	5.56865788061839	-11.7266477101422	3.62965780048126e-09	4.66675113664832e-07	11.422796236856
TMEM185A	1.23081519910339	4.76107552524696	11.7148008739004	3.68196805480856e-09	4.66675113664832e-07	11.4085093760921
ARHGEF1	-2.13098505950407	7.66394239499276	-11.7127760754331	3.69098810059905e-09	4.66675113664832e-07	11.4060662483187
TASL	-1.60397510603107	8.75811111617579	-11.697063434855	3.76178350363348e-09	4.69930104507794e-07	11.3870944838188
POM121L8P	-2.57761215638254	2.98369792559898	-11.654141618023	3.96258805500791e-09	4.86279482373971e-07	11.335153544232
GNG5	1.02012946205565	11.1196593486583	11.6091768417082	4.18515015819019e-09	5.07619782559092e-07	11.2805571224333
ZNF747	1.01585871093872	5.01082854724095	11.5911154274478	4.27823433940127e-09	5.1591054791092e-07	11.2585738912438
ACTR1A	1.15530533404958	7.22916889111	11.5197716970016	4.66787176014731e-09	5.5646366091539e-07	11.1714403927012
TBC1D25	1.19754678660753	4.66649188214244	11.4646554171432	4.99450041713997e-09	5.83328880551606e-07	11.1037980780101
ATG13	1.17500326180371	6.74435427110005	11.4499601527359	5.08560574248328e-09	5.89421705553812e-07	11.0857146020691
NIPSNAP1	1.10653189237816	6.15315579490894	11.4272980374728	5.22956121582868e-09	5.99445637827571e-07	11.0577872556967
FKBP1A	1.08009929215392	7.72842972051444	11.4000583046087	5.40831456220857e-09	6.11571154184174e-07	11.024154138697
BRF2	1.00908965199476	5.10834358043787	11.3939396375775	5.44934774710088e-09	6.11571154184174e-07	11.0165896506273
TP53I3	1.55738769552169	4.75619895658502	11.3646200603319	5.65058752572122e-09	6.27034877455298e-07	10.9802923564237
PVALB	1.04798921240659	2.61597191621233	11.3372751338983	5.84535929210085e-09	6.41820450272673e-07	10.9463655264083
SH3BGRL3	1.12675418554954	11.7780345836883	11.3109222993012	6.03978687957078e-09	6.59696512469139e-07	10.9136016797826
CREB3L4	1.22876008192128	3.74520314565071	11.2595534187187	6.43868828351092e-09	6.87762396756379e-07	10.8495436715822
NOTCH2NLA	-1.56150177758686	11.3187008825597	-11.2567086174405	6.4615774980467e-09	6.87762396756379e-07	10.8459886976433
BRAF	1.9105850238793	5.21554760878968	11.2387256950973	6.60827146390144e-09	6.96271511514706e-07	10.8234983997239
DHRS1	1.65332774117164	7.33965526557268	11.2030682350027	6.9096483917677e-09	7.168222523354e-07	10.7788106534591
ERMAP	1.5113170994532	4.17229764092848	11.1673221013923	7.22638731421165e-09	7.3953387321325e-07	10.7338874966027
LOC105378577	-1.7894519259744	3.09365954132452	-11.1667515981399	7.23156505299123e-09	7.3953387321325e-07	10.733169517898
ELOVL7	3.70105211495845	5.17842923403408	11.1510648888986	7.37547982929165e-09	7.4692844756642e-07	10.7134153112131
HIF1AN	1.0705749626529	5.78332074442458	11.1419755846192	7.46024962531072e-09	7.51863418759576e-07	10.7019581642378
H2BC8	2.29668915630334	3.82738251731726	11.1174468271761	7.69418979602855e-09	7.71712440022825e-07	10.6709990118167
TNFAIP8L1	-1.18366889609407	8.08728214127977	-11.0623405264788	8.24848230703103e-09	8.19427799472768e-07	10.6012302798589
SMIM24	4.3229096881471	5.91768631005592	10.9928307847666	9.00846937286286e-09	8.75757420719688e-07	10.5127972354954
KIR2DL2	1.9892452547323	5.72496016697723	10.9913538967373	9.02539763468186e-09	8.75757420719688e-07	10.5109130705536
ECSIT	2.35496152947111	6.7142274545209	10.9864400346382	9.08196316123832e-09	8.77166275322935e-07	10.5046425629485
HOMER1	-1.03583752752911	4.49021919059781	-10.9826673079918	9.12564664269488e-09	8.77323687833644e-07	10.4998266080869
CAVIN3	1.30220424854142	3.13064773654206	10.9735383274497	9.23226958559131e-09	8.79468530112356e-07	10.4881674222472
SNN	1.04837993531107	7.54906694020313	10.9533529666943	9.47272520685968e-09	8.93704544255535e-07	10.4623579006823
TTC7B	1.62673740613472	3.94192315928395	10.9467288485677	9.55306841956592e-09	8.93704544255535e-07	10.4538792531365
CNN2	1.37311344560533	9.31366189675285	10.916904064356	9.92382763208372e-09	9.0993308463469e-07	10.4156500698685
SWI5	1.39949482297819	5.08230863625582	10.9132590579394	9.97017096507942e-09	9.0993308463469e-07	10.410971806827
COL9A3	1.5413100767464	4.29409853094081	10.911842682952	9.988240647174e-09	9.0993308463469e-07	10.4091535692824
ACD	1.27548322331043	7.62039110854185	10.8750790518112	1.04695653714738e-08	9.45524124587385e-07	10.3618885129467
TMEM109	1.09485634346902	7.03720102654501	10.8662509925256	1.05887541294717e-08	9.52166330383786e-07	10.3505184587762
C8orf82	1.36079772849472	5.84648163665976	10.7677054918541	1.20208646002654e-08	1.03627800533362e-06	10.2230612191897
MRPL51	-1.49505924257674	7.60558640745131	-10.6949233030795	1.32091806178146e-08	1.10227970419539e-06	10.1282900161043
MPV17	1.41666414389608	6.11071571646481	10.6119727326702	1.47163304999353e-08	1.16734633798346e-06	10.0196136125143
VPS72	1.66424956835527	6.74288438564229	10.6007620403085	1.49335449845923e-08	1.18008945253245e-06	10.0048714527468
LOC105379362	-1.1789369028704	3.02620540292197	-10.5936078714406	1.50739286301267e-08	1.18285092750089e-06	9.99545683133531
MIF4GD	1.0411804323651	7.92206834655247	10.5823951127141	1.5296762096239e-08	1.18881342401784e-06	9.98069054501154
TMEM212	-2.89415451443721	5.07281118016762	-10.5792824071519	1.53592362252504e-08	1.18881342401784e-06	9.97658904542619
SNRPN	-1.2161128739816	3.53484628334665	-10.5751379981091	1.54428356777315e-08	1.18881342401784e-06	9.97112654099126
PPP1R18	1.09776358931669	11.36605892115	10.5630412775573	1.56896045297454e-08	1.20336959448363e-06	9.955172317896
DUSP14	1.01163250752664	3.87127216639832	10.5426946320126	1.61141032780845e-08	1.22591602452897e-06	9.92830291589784
ZNF721	-1.25080279833726	8.29965071483809	-10.5422726453344	1.612303459184e-08	1.22591602452897e-06	9.92774519022373
SRXN1	1.94384062731905	7.87658028531914	10.5405355297934	1.61598555625284e-08	1.22591602452897e-06	9.92544910661137
DET1	1.52057289188699	4.58061097542341	10.5263856045399	1.64631126117671e-08	1.24439657719814e-06	9.90673426457493
CTDSP1	1.12394174203048	8.76643892137465	10.4991332120198	1.70642293660576e-08	1.27902161493215e-06	9.8706308346749
ERAP2	-1.30571369013657	5.64548183915518	-10.4991246470219	1.70644218878866e-08	1.27902161493215e-06	9.87061947568212
TMEM241	-2.00750189229218	6.97983640160063	-10.4972001182476	1.71077391365995e-08	1.27902161493215e-06	9.86806694937509
TKTL1	1.65802362837503	4.23779275153723	10.4795746359197	1.75098938691149e-08	1.29535959538112e-06	9.84467193986231
SNAI3	1.58979936860065	5.19372280703512	10.4762041343638	1.7587927425949e-08	1.29653477724434e-06	9.84019441474533
HADHA	1.03142606260323	8.59648901026785	10.4403363560613	1.84414411087612e-08	1.33793973521786e-06	9.79247185631863
RSRP1	-1.0634634375387	10.4249818397912	-10.4391558951235	1.84702638166401e-08	1.33793973521786e-06	9.79089892832759
LOC100507642	1.53860030694275	3.43672140136017	10.4345496659063	1.85831872328638e-08	1.34146177180624e-06	9.78475985985875
LPIN2	1.28808230585164	8.67733546151318	10.4288151654843	1.87247896862501e-08	1.34702262908466e-06	9.77711392280563
MACF1	-1.73923533556988	6.28670905685107	-10.3844456909422	1.98596551521601e-08	1.41403455899101e-06	9.71783729633835
GUSBP14	-1.57428528703325	7.17646372125112	-10.3715881980743	2.02019167859121e-08	1.42721752472187e-06	9.70062089053451
PDLIM1	1.37075455678361	8.26388142909738	10.3449692893498	2.09304385980082e-08	1.46842253531959e-06	9.66492172877056
TNFSF12	1.06536518774665	6.51327422303331	10.3374138659916	2.11422331201147e-08	1.47023089117278e-06	9.65477521787616
SSBP3-AS1	-1.57565433801223	6.86626590903492	-10.3282482749475	2.14022038049842e-08	1.48336470358665e-06	9.64245815098948
PRSS33	2.8491641050658	6.22551356185995	10.3172420795736	2.17188450813582e-08	1.49139854068426e-06	9.62765573338649
TAL1	2.09354753119419	4.97537759310177	10.3137836859571	2.18193585158043e-08	1.49139854068426e-06	9.62300180313658
GCHFR	1.48343736022883	5.63653475908017	10.3116471365674	2.18816995480443e-08	1.49139854068426e-06	9.62012602676974
GPS2	1.44638089163857	8.45434669210843	10.2679596232832	2.31985070407181e-08	1.55961550885893e-06	9.56121558675359
MID1IP1	1.34211265387322	7.15989743068135	10.2068202060564	2.51834271062983e-08	1.66258435535315e-06	9.47842686639189
POLR2J	1.10172581738669	10.2318814971352	10.1778936598033	2.6184255130374e-08	1.69827406941476e-06	9.43911649818751
CPTP	1.17900607947297	6.41691216392549	10.1770955769423	2.62124556778618e-08	1.69827406941476e-06	9.43803063779561
CAPNS1	1.27254899929766	9.621678029267	10.1667861129805	2.65796383653277e-08	1.71353760078695e-06	9.42399749865771
DEFB108B	-1.68226737880022	2.91796639022709	-10.1588530266454	2.68658761664413e-08	1.71961455953255e-06	9.41319118674569
DNAJB12	1.03095094771229	5.66452397239321	10.1582535328214	2.68876385544727e-08	1.71961455953255e-06	9.41237428820531
ZSWIM3	1.25467810072125	5.07841876581937	10.1245558845243	2.81413078128009e-08	1.76832519153811e-06	9.36639326603102
GOLGA8IP	-1.24105975577434	3.26953372067664	-10.115908203192	2.8472873370063e-08	1.78378703977854e-06	9.35457335858491
CHID1	1.47213824613902	5.97676430747497	10.1104829678812	2.86829867634189e-08	1.79157026903726e-06	9.34715380967934
LIPA	1.29300529023717	10.0548869228468	10.0819641113272	2.98147112173919e-08	1.84444124280794e-06	9.30809840541536
SPARC	1.98429198346111	5.88851179855769	10.0777393239292	2.99863300093543e-08	1.84444124280794e-06	9.30230514401738
RANGRF	1.0781267842187	6.42895147237213	10.0513816166074	3.10808289923296e-08	1.88490771638948e-06	9.26611769358307
LOC101927770	-1.50234476902416	2.95441836633694	-10.0382773698028	3.16405875231809e-08	1.90844900662652e-06	9.24809793035312
LINC01809	-1.06296647665141	2.92667616498401	-10.0365506472745	3.17151349021931e-08	1.90844900662652e-06	9.24572208740461
P2RX1	1.60916795296967	7.08019309729277	10.0329111696625	3.18728685471276e-08	1.91072351617867e-06	9.24071335700809
KPNA1	1.1557604576027	6.36275008797053	10.0188751350368	3.24889763041447e-08	1.9291261417521e-06	9.22138295683307
SLC29A3	1.37436742759151	5.05222344353298	10.0175063595858	3.25497268668747e-08	1.9291261417521e-06	9.21949671710148
POLDIP2	1.37476063835602	6.65535294842557	10.0115799660002	3.28141444657049e-08	1.9338098357162e-06	9.21132746591494
ARSG	1.79932809522048	5.65275969068741	10.0066552822987	3.30355920425704e-08	1.93592281233737e-06	9.20453606868195
CHI3L2	1.93952792401953	5.30310343537353	9.95689976711203	3.53634148176338e-08	2.03988392306367e-06	9.13576982020599
WIF1	-2.36717079396511	3.29888457919716	-9.95412706585196	3.54981222429564e-08	2.03988392306367e-06	9.1319296291207
LOC729732	-1.62501535794106	3.97199083597801	-9.95273812901389	3.55658049205562e-08	2.03988392306367e-06	9.13000563008964
MMP24OS	1.27427318632978	6.892146524681	9.92941404812841	3.67229437384934e-08	2.05623534643173e-06	9.09766427938709
DESI1	1.49745790917454	6.09544554434536	9.92859583732617	3.67642500344663e-08	2.05623534643173e-06	9.0965286409442
GPX7	1.79435920412983	5.25280380397387	9.92042796178508	3.71792903247153e-08	2.06785398437536e-06	9.08518791492703
ASB6	1.46093069077484	6.30245028322295	9.90441765091491	3.80072339417824e-08	2.09391877837862e-06	9.06293670282543
FBXW12	-1.10025242346906	5.88948132860687	-9.90187317487147	3.81405970560769e-08	2.09391877837862e-06	9.05939773779857
SHISA4	3.87314855323268	5.19721851347213	9.86866404577154	3.99271485222495e-08	2.18052401170463e-06	9.01314258302088
COX2	1.17078035897836	13.9566959868332	9.83245573885722	4.19760038294979e-08	2.24539331254099e-06	8.96256893407076
H2AC11	3.5695662456527	5.98266158298019	9.83030205779789	4.21013117029678e-08	2.24633648272971e-06	8.95955614847787
PI4KB	1.04143464691185	7.38961038571509	9.82454639485493	4.24381333155332e-08	2.25038338835348e-06	8.95150198264328
